"AutoID" "FullText"
"3768" 3768 "thanks mention specific compliment please"
"3786" 3786 "lmao wanna switch idk"
"3819" 3819 "shut ran ok boy niggas witnessed"
"3871" 3871 "didnt cash check wait tomorrow copping"
"3872" 3872 "review concern regarding fees convenience stop local"
"3876" 3876 "build job ally credit_cards suncoast"
"3877" 3877 "matter resolved please feel free reach stop local"
"3966" 3966 "questions fees please stop meet"
"3969" 3969 "speak please local help"
"4021" 4021 "message learn benefits joining spr baxe"
"4048" 4048 "hella hiring safeway ikea target costco ill hear"
"4060" 4060 "staying night daddy ray wanna cock"
"4064" 4064 "spoken recommend talk stop local"
"4080" 4080 "discuss feeswith calling solution"
"4083" 4083 "extend card limit bcs thats"
"4090" 4090 "menifee rd chill dudes theyre gay crazy lol"
"4163" 4163 "tube account hell abt snooker"
"4194" 4194 "hey news balbankb happened"
"4202" 4202 "review options help please local thanks"
"4223" 4223 "morganstanley allow clients wear bodycams meetings"
"4230" 4230 "hed play striker cdirmsg wages transfer money freed"
"4249" 4249 "tell happenedno account please include address visited"
"4282" 4282 "giving examples black people prejudice"
"4297" 4297 "college card dont interest rate"
"4314" 4314 "workflow improvement techdoes necessarily wait massive changes business models"
"4342" 4342 "wed feedbankb appropriate team follow address youre referring"
"4357" 4357 "questions student loans whats"
"4383" 4383 "living suck west waiting wagon ha"
"4424" 4424 "account thats access design studio"
"4434" 4434 "shouldnt throwing hammers tellers smashing cars"
"4435" 4435 "live action rd view"
"4472" 4472 "slps paying educators scale"
"4476" 4476 "pretty worst sued feds fraud assholes wont em"
"4480" 4480 "exactly fuck withdrawing money switching cause dont time"
"4509" 4509 "concerts lit wish couldve gone"
"4525" 4525 "addressed similar concern community please spr bab"
"4586" 4586 "aapl upgrades apple shares markets jump"
"4617" 4617 "pay reached respond isnt verified handle"
"4619" 4619 "vomit residential building address vandalized"
"4621" 4621 "yo yall pay pal"
"4658" 4658 "cost pair rows ice level"
"4665" 4665 "guns drawn outside th whats deal"
"4666" 4666 "bomb threat playa vista runway plaza evacuatedincluding starbucks foods cinemark"
"4669" 4669 "reportedly rialto injuries reported"
"4681" 4681 "requested loan stand swaaag"
"4726" 4726 "hires law firm defend home owners escrow account mismanagement talk breaking news"
"4737" 4737 "twithndlreuters building devoted car_loans fi trzmo"
"4742" 4742 "lead innovation onforb es jwylcu"
"4812" 4812 "aapl upgrades apple shares markets jump"
"4828" 4828 "crazzzy performance yesterday loved minute please"
"4882" 4882 "address concern lee please speak"
"4917" 4917 "speak options available local help"
"4921" 4921 "atm nearest spr bgrqx"
"4923" 4923 "weve gone payroll stitching paychex thanks"
"4976" 4976 "love guys online banking please allow default dash board"
"4983" 4983 "regarding spr bhrgt contact et"
"4999" 4999 "look try help local"
"5028" 5028 "customer goes perfect scores surveys customers"
"5095" 5095 "yessss thank god didnt pass miss haha july love selena"
"5128" 5128 "prof player son met ny raves nice loved goal week"
"5141" 5141 "aapl upgrades apple shares markets jump"
"5218" 5218 "holy moving sad alaska nome specifibankc anke"
"5226" 5226 "aapl upgrades apple shares markets jump"
"5231" 5231 "thanks bringing attention referring gulf freeway league city"
"5279" 5279 "trader joes sprouts stater bros walmart target mile radius employees separates"
"5369" 5369 "please respond pay verified twitter account follow help"
"5393" 5393 "upset local speak obtaining instant debit_card"
"5403" 5403 "noticed referring located slaughter"
"5410" 5410 "dam hopefully dont try play"
"5450" 5450 "try cause rules anyway lol"
"5454" 5454 "people ready start lining building series"
"5507" 5507 "division specializes olks special love"
"5528" 5528 "cool send nose pierced lol dont"
"5552" 5552 "supported account respond link provided"
"5554" 5554 "tomorrow win prizes verified customers com pe hu signon html"
"5559" 5559 "believe theres huge sign country"
"5563" 5563 "employees stupid sad hire"
"5580" 5580 "regions khloe ion regions"
"5584" 5584 "lawful profitable banking abortion profitable birthcontrol environment"
"5615" 5615 "lmao nvm gotten die"
"5631" 5631 "speak specialist try help"
"5701" 5701 "wouldnt send email hope stupid hackers"
"5714" 5714 "report card lost please location"
"5721" 5721 "tell exactly feedbankb appropriate team"
"5722" 5722 "options help local anytime thanks"
"5793" 5793 "time start calling ones calling ids"
"5813" 5813 "aapl upgrades apple shares markets jump"
"5814" 5814 "front railcar unit bidding"
"5816" 5816 "reuters explores crop insurance unit"
"5824" 5824 "try offer secured cards start suggest student cards"
"5843" 5843 "told manager wasn acceptable footwear client facing whp"
"5882" 5882 "im gonna deposit payment im gonna resub prime access"
"6002" 6002 "credit union care lol"
"6028" 6028 "stores clarify exact address visited thanks"
"6029" 6029 "appreciate bringing attention youre referring specific please"
"6045" 6045 "fasho ill look anymore lemme"
"6080" 6080 "review fee suggest options suite local"
"6082" 6082 "recommend talk matter stop nearest"
"6088" 6088 "dont parking verizon gate"
"6103" 6103 "hold half hour bed angry"
"6105" 6105 "told bad idea play soccer gosh andrea youre stupid"
"6122" 6122 "youre welcome thanks sharing tell stores address thanks"
"6163" 6163 "aapl upgrades apple shares markets jump"
"6164" 6164 "dont sacto probably gonna boy lol"
"6191" 6191 "ive moved app online banking"
"6196" 6196 "played fuck please tell using football manager stats"
"6220" 6220 "speak please local assistance"
"6225" 6225 "noticed tweets spoken charges please"
"6239" 6239 "saturday night spectacular postgame fireworks saturday night games china debt"
"6300" 6300 "oh ok didnt mean wasnt safe meant dont check bags weird"
"6348" 6348 "plays tooth brush guitar riding pony"
"6367" 6367 "help card limits talk thanks"
"6393" 6393 "hope stage keys park youtu cxkkudusu"
"6397" 6397 "husband friend dhaka overnight card mewtf"
"6435" 6435 "ad saying theyll happily money google sued"
"6439" 6439 "thats gonna tomorrow theres town gotta outta drive annoyed"
"6443" 6443 "assist matter stop nearest"
"6446" 6446 "thinking cuz car payment little cheaper complains"
"6481" 6481 "upgrades stock outperform recent correction overreacti jvmg"
"6532" 6532 "april please speak local thanks"
"6550" 6550 "oh okay brain helpfully singing dragon thanks brain dragons"
"6561" 6561 "officers hyvee th cliff idea"
"6565" 6565 "pics seen perform live seen fun"
"6566" 6566 "idol love concert march ilyyyyy"
"6567" 6567 "forever slaying coming bae"
"6568" 6568 "interviews decided hire hopes"
"6603" 6603 "yea local banks pitts"
"6654" 6654 "try help follow address happenedno account"
"6656" 6656 "review options help please local thanks"
"6667" 6667 "ve cc installed money goes amsterdam frm thr thats digital hawala ur correct"
"6742" 6742 "thanks sharing experience tell stores address compliment manager"
"6745" 6745 "glad hear please location compliment"
"6767" 6767 "understand frustration immediate assistance speak"
"6768" 6768 "okay alaska usa difference dad monitors"
"6774" 6774 "thanks clarifying location sharing feedbankb managers lancaster"
"6775" 6775 "thanks compliment deserving team location visited"
"6778" 6778 "sad computer wont shit"
"6794" 6794 "understand youre upset immediate assistance speak"
"6796" 6796 "upgrades apple shares markets jump"
"6815" 6815 "account ally account considering ally"
"6851" 6851 "charged fee contacting lady told"
"6928" 6928 "time customers stop donating parenthood"
"6937" 6937 "issue resolved satisfaction achieved"
"6948" 6948 "please stop sliding graphics sign page distracting trying type"
"6970" 6970 "money stolen customer didnt help"
"6974" 6974 "th vancouver wa safeway grocery"
"6980" 6980 "capital circle thank responding guys rock dont bad rep"
"7013" 7013 "canceled card company refund account"
"7030" 7030 "updating app deposit checks taking pics option anymore"
"7055" 7055 "atm docked ridiculous ally"
"7111" 7111 "appalled undercover videos seen custom wondering financially support org"
"7114" 7114 "apperantly told owe guys money paid credit_card"
"7166" 7166 "theres humanity soulless robots dont care customers"
"7185" 7185 "app transfer money else"
"7216" 7216 "dm link retirement account"
"7217" 7217 "please responsible hold recent deposit saving account people"
"7229" 7229 "dear money account closed due withdraw money"
"7241" 7241 "didnt wait hold talk smart ass rep par course looking"
"7255" 7255 "health allyge card regular card office set advance"
"7256" 7256 "debit_card allow contactless payment"
"7291" 7291 "example employees told paperless"
"7293" 7293 "explain dont permission loan account whenever payment"
"7322" 7322 "discuss concerns detail research team contacted hours request"
"7338" 7338 "atm food lion shopping kernersville union cross"
"7344" 7344 "afternoon guys havent received debit_card whats taking"
"7377" 7377 "help getting run client lose home foreclosure helping"
"7395" 7395 "morning days takes credit funds transfer"
"7402" 7402 "courtesy overdraft reversal mistakenly charged instead"
"7426" 7426 "change time zone banking app"
"7437" 7437 "forward commendation letter employees shes phenomenal"
"7440" 7440 "deal ineptitude occasionally business clients"
"7444" 7444 "alerted leaving trip atm letting withdraw able assist issue"
"7461" 7461 "following hope following home"
"7467" 7467 "daily spending limit online shopping money account card declined"
"7470" 7470 "apoligize cell carrier issue thank prompt response help"
"7478" 7478 "called stop declining transaction trying plane airline"
"7487" 7487 "called checks days late printing people invalid"
"7493" 7493 "banking school theres drive town"
"7514" 7514 "wire transfer foreign account monday rd whats"
"7527" 7527 "love tellers cherry park market park troutdale"
"7542" 7542 "didnt institutions named samsung love feature"
"7544" 7544 "little business absolutely interest following thank"
"7548" 7548 "dont account thats weird"
"7561" 7561 "expected appreciate customers money dont anymore"
"7572" 7572 "account lolololol goodnight ttyl"
"7586" 7586 "rep treat trying cheat telling protect company"
"7592" 7592 "figure employee stated wrong despite access"
"7604" 7604 "charged overdraft fee promised rep occur paid balance"
"7616" 7616 "paid fees regular account pay bills"
"7636" 7636 "heard supports murder babies planned parenthood true"
"7648" 7648 "disappointed building isnt skyline shirt"
"7653" 7653 "love employee horrible rude customer_service forte"
"7659" 7659 "mean guys hidden fees strallyht robbery money thieves"
"7691" 7691 "reached stated received details"
"7696" 7696 "received letter saying closing account called talked numeroallyers"
"7716" 7716 "surprisingly received bad customer_service mgr local branch else direct concerns"
"7724" 7724 "tried payment night morning visa getting message saying system error"
"7731" 7731 "tweeted insane spoke german"
"7732" 7732 "tweeted inside spoke german"
"7737" 7737 "visited employee greeted help"
"7774" 7774 "thank busy location loyal customer"
"7832" 7832 "process movingwhich requires money currently stores"
"7849" 7849 "sorry maybe didnt ur waiting days supposed file ago"
"7895" 7895 "check deposit current account"
"7899" 7899 "card lost stolen consumer responsibility contact financial institution"
"7927" 7927 "infuriating didnt declined purbankd hear days"
"7946" 7946 "online issues account visibility"
"8014" 8014 "okay contacted fixed thanks caring"
"8020" 8020 "hrs photodeposited check app"
"8045" 8045 "sent email socialcaretwithndlbanka tried explain recommend refund"
"8059" 8059 "logs whenever login session active please sign againerror code"
"8078" 8078 "lost checks bad collection fees entire life"
"8093" 8093 "talking theyre refusing money fuck"
"8220" 8220 "changing mind scam thieves rip people hard earned money"
"8256" 8256 "helpful customer login information"
"8277" 8277 "oh disgust time interact negative worst customer_service helpful rude"
"8281" 8281 "oh definitely poor exactly feel treated ridiculous"
"8287" 8287 "ok trying account balance app sighed elses"
"8323" 8323 "letter supposed answer yesterday waiting time autopay payment"
"8365" 8365 "rozannavelen com publish true story bottom feeder lawyer"
"8394" 8394 "told wouldnt time checked coins legal tender"
"8404" 8404 "called refuses reopen account playing"
"8431" 8431 "sounds thanks customer_service customer"
"8433" 8433 "sounds thank yall friendly"
"8434" 8434 "sounds global folks waiting send documents closing attorney"
"8436" 8436 "spent vy nice reps server didnt spool hrs"
"8455" 8455 "customer dont penalize chkg account difficult biz"
"8469" 8469 "thank talked ill reserve opinion"
"8492" 8492 "thank look forward seeing soon hopefully"
"8493" 8493 "thank customer rep laughed awesome customer_service weeks leaving"
"8527" 8527 "thanks responding moved lack shocking"
"8528" 8528 "thanks sharing wednesday insight commun"
"8542" 8542 "thanks guys realized issue workstation odd site"
"8563" 8563 "thanks theres investment location atm outside"
"8574" 8574 "transfers account ally transferring else"
"8601" 8601 "local atm speak diff reps wait til"
"8626" 8626 "team tacoma stated talk lending tree communication lending tree"
"8650" 8650 "inept people answers telephones"
"8672" 8672 "story checks written fraudulently paid refuses refund fees"
"8683" 8683 "answer solution ill close account weeks games"
"8690" 8690 "title company sent multiple requests lien release response close service"
"8708" 8708 "try stop legally cover rozannavenen com"
"8723" 8723 "um spoken allyrs managers districts tell risk charges fees hypocritical"
"8750" 8750 "transfer account limit exceeding limit smart commentallyude"
"8751" 8751 "looking intl transaction fee guessing"
"8769" 8769 "told irresponsible told lose current debit_card told switch avoid"
"8787" 8787 "wabasha nd flr saint"
"8788" 8788 "decided close account reason money food worst experience"
"8789" 8789 "dumaguete address dumaguete city philippines account"
"8790" 8790 "isnt putting money refunded account"
"8794" 8794 "missing closing due lack customer_service embarrassing"
"8795" 8795 "dumaguete lower camanjac oriental"
"8800" 8800 "brother mom notarize car lady sign form meant mom"
"8808" 8808 "request stupid read fails twitter"
"8820" 8820 "promotions wont allow deal customer_service changed"
"8837" 8837 "view payments logs time"
"8849" 8849 "mobile check deposit app"
"8856" 8856 "whoever owns deserves huge wedgie"
"8860" 8860 "allow transfer money account timely manner derailed mortgage"
"8863" 8863 "transactions pending status multiple days app fell comfy account"
"8871" 8871 "home mortgage psycho calling"
"8872" 8872 "chat support website response secure emails"
"8880" 8880 "thank reaching appropriate action"
"8903" 8903 "worthless fuck thieves pieces shit hell die"
"8980" 8980 "assistance thank awesome helping mini crisis rock"
"9014" 9014 "upgraded iphone downloaded ap mobile check deposit"
"9032" 9032 "helpful dont taking care issues"
"9060" 9060 "person tweeting definitely afford month addition rent bills"
"9109" 9109 "suck care customer worse"
"9139" 9139 "fraud department frauds cashed checks business cashing hide rules"
"9186" 9186 "transfer cars loan financing capitol"
"9187" 9187 "direct deposit days else saturday monday"
"9188" 9188 "nicer deposits little driver file install none ridiculousness"
"10445" 10445 "add account add time"
"10447" 10447 "que puedo asociar mi cuenta checking con ustedes el mensaje es add time"
"10455" 10455 "thank feel similar makes app usbank"
"10467" 10467 "takes tries lenient national financier past experiences"
